compound_id	BIOCHEMICAL	PATHWAY SORTORDER	SUPER_PATHWAY	SUB_PATHWAY	COMP ID	PLATFORM	CHEMICAL ID	RI	MASS	PUBCHEM	CAS	KEGG	HMDB
CPD001084	lactate	1181	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	527	LC/MS Neg	482	681.6	89.0244	612	79-33-4	C00186	HMDB00190
CPD001085	laurate (12:0)	1434	Lipid	Medium Chain Fatty Acid	1645	LC/MS Neg	181	5300	199.1704	3893	143-07-7	C02679	HMDB00638
CPD001086	leukotriene B4	1984	Lipid	Eicosanoid	37530	LC/MS Neg	399	5186	335.2228	5280492	71160-24-2	C02165	HMDB01085
CPD001087	levetiracetam	5509	Xenobiotics	Drug - Neurological	57641	LC/MS Neg	100015873	2540	169.0983	5284583	102767-28-2	D00709,C07841	
CPD001088	levulite (4-oxovalerate)	4570	Xenobiotics	Food Component/Plant	22177	LC/MS Neg	100000765	934.6	115.0401	11579	123-76-2		HMDB00720
CPD001089	linoleate (18:2n6)	1499	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1105	LC/MS Neg	180	5535	279.233	5280450	60-33-3	C01595	HMDB00673
CPD001090	linolete (18:3n3 or 3n6)	1501	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	34035	LC/MS Neg	100001337	5450	277.2173	5280934		C06426	HMDB03073
CPD001091	linoleoyl ethanolamide	2088	Lipid	Endocanbinoid	52608	LC/MS Neg	100006726	6150	322.2752	5283446	68171-52-8		HMDB12252
CPD001092	lisinopril	5400	Xenobiotics	Drug - Cardiovascular	54787	LC/MS Neg	100009389	2617	404.2191	3937	76547-98-3		
CPD001093	lithocholate sulfate (1)	3364	Lipid	Secondary Bile Acid Metabolism	62526	LC/MS Neg	100020823	4811	227.12				
CPD001094	m-tyramine sulfate	163	Amino Acid	Tyrosine Metabolism	48417	LC/MS Neg	100006104	1723	216.0336		175727-14-7		
CPD001095	malate	1386	Energy	TCA Cycle	1303	LC/MS Neg	409	615.6	133.0143	525	6915-15-7	C00149	HMDB00156
CPD001096	maltol sulfate	4465	Xenobiotics	Food Component/Plant	48696	LC/MS Neg	100006106	1503	204.9812				
CPD001097	margarate (17:0)	1444	Lipid	Long Chain Saturated Fatty Acid	1121	LC/MS Neg	891	5731	269.2486	10465	506-12-7		HMDB02259
CPD001098	metabolonic lactone sulfate	5980	Partially Characterized Molecules	Partially Characterized Molecules	63153	LC/MS Neg	100021331	4802	427.216				
CPD001099	methyl glucopyranoside (alpha + beta)	4896	Xenobiotics	Food Component/Plant	46144	LC/MS Neg	100005864	1070	193.0718				
CPD001100	methyl vanillate sulfate	5014	Xenobiotics	Food Component/Plant	63857	LC/MS Neg	100020622	2933	261.0074				
CPD001101	methyl-4-hydroxybenzoate sulfate	4387	Xenobiotics	Benzoate Metabolism	48429	LC/MS Neg	100006116	2873	230.9969				
CPD001102	methylphthyl sulfate (1)*	5797	Xenobiotics	Chemical	61872	LC/MS Neg	100020005	4117	237.0227				
CPD001103	methylphthyl sulfate (2)*	5798	Xenobiotics	Chemical	61873	LC/MS Neg	100020006	4163	237.0227				
CPD001104	mycophenolic acid	5306	Xenobiotics	Drug - Antiinflammatory, Immunosuppressant	54800	LC/MS Neg	100009253	4185	319.1187	446541	24280-93-1	C20380,D05096	HMDB15159
CPD001105	mycophenolic acid glucuronide	5307	Xenobiotics	Drug - Antiinflammatory, Immunosuppressant	54792	LC/MS Neg	100009254	2627	495.1508	6442661			
CPD001106	myristate (14:0)	1439	Lipid	Long Chain Saturated Fatty Acid	1365	LC/MS Neg	519	5440	227.2017	11005	544-63-8	C06424	HMDB00806
CPD001107	myristoleate (14:1n5)	1458	Lipid	Long Chain Monounsaturated Fatty Acid	32418	LC/MS Neg	100001198	5346.9	225.186	5281119	544-64-9	C08322	HMDB02000
CPD001108	N-(2-furoyl)glycine	4774	Xenobiotics	Food Component/Plant	31536	LC/MS Neg	100001086	1525	168.0302	21863	5657-19-2;5657-19-2		HMDB00439
CPD001109	N-acetyl-2-aminooctanoate*	1687	Lipid	Fatty Acid, Amino	62059	LC/MS Neg	100020204	3943	200.1292	95555			HMDB59745
CPD001110	N-acetyl-3-methylhistidine*	71	Amino Acid	Histidine Metabolism	43256	LC/MS Neg	100002204	1360	210.0884	193270	37841-04-6		
CPD001111	N-acetyl-beta-alanine	4104	Nucleotide	Pyrimidine Metabolism, Uracil containing	37432	LC/MS Neg	100002102	773	130.051	76406	3025-95-4	C01073	
CPD001112	N-acetylalliin	4628	Xenobiotics	Food Component/Plant	45404	LC/MS Neg	100005367	1410	218.0493				
CPD001113	N-acetylaspartate (A)	36	Amino Acid	Alanine and Aspartate Metabolism	22185	LC/MS Neg	100000787	620.5	174.0408	65065	997-55-7;997-55-7	C01042	HMDB00812
CPD001114	N-acetylcitrulline	460	Amino Acid	Urea cycle; Arginine and Proline Metabolism	48434	LC/MS Neg	100001577	940	216.099	656979	33965-42-3	C15532	HMDB00856
CPD001115	N-acetylglutamine	46	Amino Acid	Glutamate Metabolism	33943	LC/MS Neg	100001253	771	187.0724	182230	2490-97-3	C02716	HMDB06029
CPD001116	N-acetylkynurenine (2)	255	Amino Acid	Tryptophan Metabolism	48757	LC/MS Neg	100006378	2378	249.0881				
CPD001117	N-acetylleucine	302	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1587	LC/MS Neg	1082	2400	172.0979	70912	1188-21-2	C02710	HMDB11756
CPD001118	N-acetylmethionine	391	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	1589	LC/MS Neg	1083	1787	190.0543	448580	65-82-7	C02712	HMDB11745
CPD001119	N-acetylphenylalanine	135	Amino Acid	Phenylalanine Metabolism	33950	LC/MS Neg	100001256	2597	206.0823	74839	2018-61-3	C03519	HMDB00512
CPD001120	N-acetyltaurine	429	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	48187	LC/MS Neg	100005466	800	166.018	159864			
CPD001121	N-acetylthreonine	17	Amino Acid	Glycine, Serine and Threonine Metabolism	33939	LC/MS Neg	100001274	821.6	160.0615	152204	17093-74-2		HMDB62557
CPD001122	N-acetyltryptophan	242	Amino Acid	Tryptophan Metabolism	33959	LC/MS Neg	100001254	2630	245.0932	700653	1218-34-4	C03137	HMDB13713
CPD001123	N-acetyltyrosine	157	Amino Acid	Tyrosine Metabolism	32390	LC/MS Neg	100001104	1680	222.0772	68310	537-55-3		HMDB00866
CPD001124	N-acetylvaline	374	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1591	LC/MS Neg	1084	1704	158.0823	66789	96-81-1		HMDB11757
CPD001125	N-delta-acetylornithine	463	Amino Acid	Urea cycle; Arginine and Proline Metabolism	43249	LC/MS Neg	100004523	858	173.0932	9920500			
CPD001126	N-formylmethionine	393	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	2829	LC/MS Neg	194	1543.8	176.0387	439750	4289-98-9	C03145	HMDB01015
CPD001127	N-formylphenylalanine	218	Amino Acid	Tyrosine Metabolism	48433	LC/MS Neg	100006056	2360	192.0666	759256	13200-85-6		
CPD001128	N-oleoylserine	2102	Lipid	Endocanbinoid	57664	LC/MS Neg	100015641	5600	368.2806				
CPD001129	N-oleoyltaurine	2078	Lipid	Endocanbinoid	39732	LC/MS Neg	100003119	5610	388.2527	6437033	52514-04-2		
CPD001130	N-palmitoylglycine	1749	Lipid	Fatty Acid Metabolism (Acyl Glycine)	42092	LC/MS Neg	100003686	5580	312.2544	151008	2441-41-0		HMDB13034
CPD001131	N-palmitoylserine	2104	Lipid	Endocanbinoid	57659	LC/MS Neg	100015640	5557	342.265	6453686	58725-46-5;474943-14-1		
CPD001132	N-stearoyltaurine	2079	Lipid	Endocanbinoid	39730	LC/MS Neg	100003240	5782	390.2684	168274	63155-80-6		
CPD001133	N1-Methyl-2-pyridone-5-carboxamide	4182	Cofactors and Vitamins	Nicotite and Nicotimide Metabolism	40469	LC/MS Neg	100001468	1668	151.0513	69698	701-44-0	C05842	HMDB04193
CPD001134	N2,N5-diacetylornithine	465	Amino Acid	Urea cycle; Arginine and Proline Metabolism	43591	LC/MS Neg	100004575	1367	215.1037	65977	39825-23-5		
CPD001135	N4-acetyl-5-hydroxysulfamethoxazole*	5231	Xenobiotics	Drug - Antibiotic	62107	LC/MS Neg	100020244	1745	310.0503				
CPD001136	N4-acetylcytidine	4118	Nucleotide	Pyrimidine Metabolism, Cytidine containing	35130	LC/MS Neg	100001413	2040	284.0888	107461	3768-18-1		HMDB05923
CPD001137	N4-acetylsulfamethoxazole*	5230	Xenobiotics	Drug - Antibiotic	62106	LC/MS Neg	100020243	2489	294.0554	65280		C13061,D01601	HMDB13854
CPD001138	N6-acetyllysine	102	Amino Acid	Lysine Metabolism	36752	LC/MS Neg	100001734	1059	187.1088	92832	692-04-6	C02727	HMDB00206
CPD001139	N6-carbamoylthreonyladenosine	4029	Nucleotide	Purine Metabolism, Adenine containing	35157	LC/MS Neg	100001415	2164	411.127	161466	24719-82-2		HMDB41623
CPD001140	proxen	5141	Xenobiotics	Drug - Algesics, Anesthetics	12122	LC/MS Neg	1384	4155	229.087	156391	22204-53-1	C01517	HMDB01923
CPD001141	ringenin 7-glucuronide	4779	Xenobiotics	Food Component/Plant	54924	LC/MS Neg	100010898	3144	447.0933				
CPD001142	nodecanoate (19:0)	1448	Lipid	Long Chain Saturated Fatty Acid	1356	LC/MS Neg	892	6068	297.2799	12591	646-30-0	C16535	HMDB00772
CPD001143	o-cresol sulfate	4402	Xenobiotics	Benzoate Metabolism	36845	LC/MS Neg	100001806	2796	187.0071	11615528			
CPD001144	o-hydroxyatorvastatin	5464	Xenobiotics	Drug - Metabolic	47883	LC/MS Neg	100005933	5015	573.2406	9808225	214217-86-4		
CPD001145	O-sulfo-L-tyrosine	5718	Xenobiotics	Chemical	45413	LC/MS Neg	100005384	990	260.0234	514186			
CPD001146	octadecadienedioate (C18:2-DC)*	1631	Lipid	Fatty Acid, Dicarboxylate	61860	LC/MS Neg	100019982	4676	309.2071				
CPD001147	octadecanedioate (C18)	1629	Lipid	Fatty Acid, Dicarboxylate	36754	LC/MS Neg	100001615	5043	313.2384	70095	871-70-5		HMDB00782
CPD001148	octadecenedioate (C18:1-DC)	1630	Lipid	Fatty Acid, Dicarboxylate	61861	LC/MS Neg	100019978	4875	311.2228				
CPD001149	oleate/vaccete (18:1)	1465	Lipid	Long Chain Monounsaturated Fatty Acid	52285	LC/MS Neg	100008930	5655	281.2486				
CPD001150	olmesartan	5396	Xenobiotics	Drug - Cardiovascular	53256	LC/MS Neg	100006239	3747	445.1994	158781	144689-24-7	D05246	HMDB14420
CPD001151	omeprazole	5433	Xenobiotics	Drug - Gastrointestil	38600	LC/MS Neg	100002725	4673	344.1074	4594	73590-58-6	C07324	HMDB01913
CPD001152	oxalate (ethanedioate)	4211	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	20694	LC/MS Neg	100000841	603	88.988	971	144-62-7	C00209	HMDB02329
CPD001153	p-cresol glucuronide*	216	Amino Acid	Tyrosine Metabolism	48841	LC/MS Neg	100006191	2420	283.0823	154035	17680-99-8		HMDB11686
CPD001154	p-cresol sulfate	4395	Xenobiotics	Benzoate Metabolism	36103	LC/MS Neg	100001315	2890	187.0071	4615423	3233-57-7		HMDB11635
CPD001155	palmitate (16:0)	1442	Lipid	Long Chain Saturated Fatty Acid	1336	LC/MS Neg	424	5618	255.233	985	57-10-3	C00249	HMDB00220
CPD001156	palmitoleate (16:1n7)	1461	Lipid	Long Chain Monounsaturated Fatty Acid	33447	LC/MS Neg	452	5475	253.2173	445638	373-49-9	C08362	HMDB03229
CPD001157	pantoate	4191	Cofactors and Vitamins	Pantothete and CoA Metabolism	63061	LC/MS Neg	100002613	1143	147.0663	439251	470-29-1	C00522	
CPD001158	pantoprazole	5434	Xenobiotics	Drug - Gastrointestil	38609	LC/MS Neg	100002808	4398	382.0679	4679	102625-70-7	C11806	HMDB05017
CPD001159	pantothete (Vitamin B5)	4192	Cofactors and Vitamins	Pantothete and CoA Metabolism	1508	LC/MS Neg	1024	1498.7	218.1034	6613	137-08-6	C00864	HMDB00210
CPD001160	paraxanthine	4431	Xenobiotics	Xanthine Metabolism	18254	LC/MS Neg	100000453	2279	179.0575	4687	611-59-6	C13747	HMDB01860
CPD001161	pentadecanoate (15:0)	1441	Lipid	Long Chain Saturated Fatty Acid	1361	LC/MS Neg	980	5521	241.2173	13849	1002-84-2;10002-84-2	C16537	HMDB00826
CPD001162	perfluorooctanesulfote (PFOS)	5813	Xenobiotics	Chemical	57564	LC/MS Neg	100010955	5233	498.9302	74483	1763-23-1	C18142	HMDB59586
CPD001163	phenol glucuronide	182	Amino Acid	Tyrosine Metabolism	52747	LC/MS Neg	100006679	1800	269.0667	87235	17685-05-1		HMDB60014
CPD001164	phenol sulfate	181	Amino Acid	Tyrosine Metabolism	32553	LC/MS Neg	100001510	2156	172.9914	74426	937-34-8	C02180	HMDB60015
CPD001165	phenylacetate	149	Amino Acid	Phenylalanine Metabolism	57745	LC/MS Neg	100000011	2150	91.0554	999	103-82-2	C07086	HMDB00209
CPD001166	phenylacetylglutamate	1128	Peptide	Acetylated Peptides	52925	LC/MS Neg	100009045	1570	264.0877	11579826			HMDB59772
CPD001167	phenylacetylglycine	1132	Peptide	Acetylated Peptides	33945	LC/MS Neg	100001275	2375	192.0666	68144	500-98-1	C05598	HMDB00821
CPD001168	phenylacetylmethionine	1136	Peptide	Acetylated Peptides	54736	LC/MS Neg	100009241	3620	266.0856				
CPD001169	phenylacetylthreonine	1140	Peptide	Acetylated Peptides	54915	LC/MS Neg	100010899	2580	236.0928				
CPD001170	phenyllactate (PLA)	145	Amino Acid	Phenylalanine Metabolism	22130	LC/MS Neg	100000774	2208	165.0557	3848	828-01-3	C05607	HMDB00779
CPD001171	phenylpyruvate	144	Amino Acid	Phenylalanine Metabolism	566	LC/MS Neg	241	2515	163.0401	997	156-06-9	C00166	HMDB00205
CPD001172	phytate	4806	Xenobiotics	Food Component/Plant	598	LC/MS Neg	466	5908	311.2956	26840	14721-66-5	C01607	HMDB00801
CPD001173	picolinoylglycine	1763	Lipid	Fatty Acid Metabolism (Acyl Glycine)	63057	LC/MS Neg	100021198	1867	179.0462	11788622	5616-29-5		HMDB59766
CPD001174	pregnediol-3-glucuronide	3165	Lipid	Progestin Steroids	40708	LC/MS Neg	100003470	5145	495.2963	123796	1852-49-9		HMDB10318
CPD001175	pregnolone/allopregnolone sulfate	3170	Lipid	Progestin Steroids	48394	LC/MS Neg	100006173	5160	397.2054				
CPD001176	pregnen-diol disulfate*	3142	Lipid	Pregnenolone Steroids	32562	LC/MS Neg	100001993	3868	238.0775				
CPD001177	pregnenediol sulfate (C21H34O5S)*	3141	Lipid	Pregnenolone Steroids	32619	LC/MS Neg	100002067	5000	397.2054		1247-64-9		
CPD001178	pregnenetriol disulfate*	3144	Lipid	Pregnenolone Steroids	62921	LC/MS Neg	100021104	3504	246.0749				
CPD001179	pregnenetriol sulfate*	3143	Lipid	Pregnenolone Steroids	62922	LC/MS Neg	100021103	4749	413.2003				
CPD001180	pregnenolone sulfate	3125	Lipid	Pregnenolone Steroids	38170	LC/MS Neg	100002129	5100	395.1898	105074	1247-64-9		HMDB00774
CPD001181	propyl 4-hydroxybenzoate sulfate	4389	Xenobiotics	Benzoate Metabolism	48460	LC/MS Neg	100006264	3971	259.0282		162338-10-5		
CPD001182	pseudouridine	4085	Nucleotide	Pyrimidine Metabolism, Uracil containing	33442	LC/MS Neg	821	1100	243.0623	15047	1445-07-4	C02067	HMDB00767
CPD001183	pyridoxate	4305	Cofactors and Vitamins	Vitamin B6 Metabolism	31555	LC/MS Neg	100001121	2185	182.0459	6723	82-82-6	C00847	HMDB00017
CPD001184	pyrraline	4921	Xenobiotics	Food Component/Plant	48428	LC/MS Neg	100001767	2304	253.1194	122228	74509-14-1		HMDB33143
CPD001185	raltegravir	5290	Xenobiotics	Drug - Antiviral	63286	LC/MS Neg	100020936	3633	443.1485	54671008	518048-05-0	D06676	
CPD001186	resveratrol disulfate (1)*	4992	Xenobiotics	Food Component/Plant	62110	LC/MS Neg	100020247	2530	192.9889				
CPD001187	resveratrol disulfate (2)*	4993	Xenobiotics	Food Component/Plant	62111	LC/MS Neg	100020248	2840	192.9889				
CPD001188	resveratrol glucuronide (1)*	4997	Xenobiotics	Food Component/Plant	62112	LC/MS Neg	100020249	2806	403.1035				
CPD001189	resveratrol glucuronide (2)*	4996	Xenobiotics	Food Component/Plant	62113	LC/MS Neg	100020250	3422	403.1035				
CPD001190	resveratrol sulfate (1)*	4994	Xenobiotics	Food Component/Plant	62108	LC/MS Neg	100020245	3250	307.0282				
CPD001191	resveratrol sulfate (2)*	4995	Xenobiotics	Food Component/Plant	62109	LC/MS Neg	100020246	3665	307.0282				
CPD001192	rosiglitazone*	5459	Xenobiotics	Drug - Metabolic	48981	LC/MS Neg	100006439	4725	356.1074	77999	122320-73-4	D00596,D08491	HMDB05031
CPD001193	rosuvastatin	5471	Xenobiotics	Drug - Metabolic	40421	LC/MS Neg	100003272	4500	480.161	446157	147098-20-2	D01915	HMDB15230
CPD001194	S-methylcysteine	413	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	39592	LC/MS Neg	100002749	880	134.0281	24417	1187-84-4		HMDB02108
CPD001195	saccharin	4848	Xenobiotics	Food Component/Plant	21151	LC/MS Neg	100000870	2000	181.9917	5143	81-07-2	D01085	HMDB29723
CPD001196	salicyluric glucuronide*	5153	Xenobiotics	Drug - Algesics, Anesthetics	33384	LC/MS Neg	100001332	1463	370.078				
CPD001197	sebacate (C10-DC)	1612	Lipid	Fatty Acid, Dicarboxylate	32398	LC/MS Neg	100001211	1788	201.1132	5192	111-20-6	C08277	HMDB00792
CPD001198	stearate (18:0)	1446	Lipid	Long Chain Saturated Fatty Acid	1358	LC/MS Neg	439	5872	283.2643	5281	57-11-4	C01530	HMDB00827
CPD001199	stearidote (18:4n3)	1489	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	33969	LC/MS Neg	100001229	5395	275.2017	5312508	111174-40-4	C16300	HMDB06547
CPD001200	succinimide	5822	Xenobiotics	Chemical	41888	LC/MS Neg	100003696	1270	98.0248	11439	123-56-8	C07273	
CPD001201	sulfamethoxazole	5229	Xenobiotics	Drug - Antibiotic	53240	LC/MS Neg	100009327	1941	252.0448	5329		D00285,C07315,D00447	HMDB15150
CPD001202	sulfate of piperine metabolite C16H17NO3 (1)*	4821	Xenobiotics	Food Component/Plant	62306	LC/MS Neg	100020500	4293	350.0704				
CPD001203	sulfate of piperine metabolite C16H19NO3 (2)*	4824	Xenobiotics	Food Component/Plant	62295	LC/MS Neg	100020496	4112	352.086				
CPD001204	sulfate of piperine metabolite C16H19NO3 (3)*	4825	Xenobiotics	Food Component/Plant	62296	LC/MS Neg	100020497	4200	352.086				
CPD001205	sulfate of piperine metabolite C18H21NO3 (1)*	4830	Xenobiotics	Food Component/Plant	62297	LC/MS Neg	100020502	4481	378.1017				
CPD001206	sulfate of piperine metabolite C18H21NO3 (3)*	4832	Xenobiotics	Food Component/Plant	62299	LC/MS Neg	100020504	4630	378.1017				
CPD001207	sulfate*	5715	Xenobiotics	Chemical	46960	LC/MS Neg	100002528	616	96.9601	1118	14808-79-8	C00059	HMDB01448
CPD001208	syringol sulfate	4941	Xenobiotics	Food Component/Plant	48454	LC/MS Neg	100006256	2395	233.0125		52904-67-3		
CPD001209	tadalafil	5403	Xenobiotics	Drug - Cardiovascular	52950	LC/MS Neg	100008974	4898	388.1303	4687521	171596-29-5		
CPD001210	tartarate	4879	Xenobiotics	Food Component/Plant	15336	LC/MS Neg	100000295	615.3	149.0092	444305	87-69-4;6106-24-7	C00898	HMDB00956
CPD001211	tartrote (hydroxymalote)	5005	Xenobiotics	Food Component/Plant	20693	LC/MS Neg	100000840	610	118.9986	45	80-69-3	C02287	HMDB35227
CPD001212	tauro-beta-muricholate	3335	Lipid	Primary Bile Acid Metabolism	33983	LC/MS Neg	100001250	4774	514.2844	168408	25696-60-0		HMDB00932
CPD001213	taurochenodeoxycholate	3331	Lipid	Primary Bile Acid Metabolism	18494	LC/MS Neg	1629	5250	498.2895	387316	6009-98-9	C05465	HMDB00951
CPD001214	taurochenodeoxycholic acid 3-sulfate	3408	Lipid	Secondary Bile Acid Metabolism	62890	LC/MS Neg	100021093	4809	288.6195				HMDB02486
CPD001215	taurocholate	3324	Lipid	Primary Bile Acid Metabolism	18497	LC/MS Neg	1648	5150	514.2844	6675	145-42-6	C05122	HMDB00036
CPD001216	taurocholete sulfate*	3403	Lipid	Secondary Bile Acid Metabolism	32807	LC/MS Neg	100001990	4750	279.6142				
CPD001217	taurodeoxycholate	3356	Lipid	Secondary Bile Acid Metabolism	12261	LC/MS Neg	1668	5257.4	498.2895	2733768	207737-97-1	C05463	HMDB00896
CPD001218	taurodeoxycholic acid 3-sulfate	3357	Lipid	Secondary Bile Acid Metabolism	62889	LC/MS Neg	100006644	4850	288.6195				
CPD001219	taurolithocholate 3-sulfate	3369	Lipid	Secondary Bile Acid Metabolism	36850	LC/MS Neg	100001658	5027	280.6221	440071	64936-83-0	C03642	HMDB02580
CPD001220	tauroursodeoxycholate	3385	Lipid	Secondary Bile Acid Metabolism	39378	LC/MS Neg	100002912	5025	498.2895	9848818	14605-22-2		HMDB00874
CPD001221	tauroursodeoxycholic acid sulfate (1)	3386	Lipid	Secondary Bile Acid Metabolism	62784	LC/MS Neg	100020844	4325	288.6195				
CPD001222	tauroursodeoxycholic acid sulfate (2)	3415	Lipid	Secondary Bile Acid Metabolism	62785	LC/MS Neg	100020845	4603	288.6195				
CPD001223	tenofovir	5297	Xenobiotics	Drug - Antiviral	63283	LC/MS Neg	100020920	1450	286.0711	464205	147127-20-6	D06074	HMDB14445
CPD001224	testosterone sulfate	3246	Lipid	Androgenic Steroids	35668	LC/MS Neg	100001548	4600	367.1585	119207	651-45-6		HMDB02833
CPD001225	tetradecadienedioate (C14:2-DC)*	1625	Lipid	Fatty Acid, Dicarboxylate	62918	LC/MS Neg	100021100	3148	253.1445				
CPD001226	tetradecadienoate (14:2)*	1482	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	62850	LC/MS Neg	100020343	5292	223.1704	5312409	39039-37-7		HMDB00560
CPD001227	tetradecanedioate (C14)	1622	Lipid	Fatty Acid, Dicarboxylate	35669	LC/MS Neg	100001613	3985	257.1758	13185	821-38-5		HMDB00872
CPD001228	tetrahydrocortisol glucuronide	3191	Lipid	Corticosteroids	64411	LC/MS Neg	100022013	4666	541.2654				
CPD001229	THC carboxylic acid	5574	Xenobiotics	Drug - Psychoactive	61836	LC/MS Neg	100016048	5263	343.1915	107885			
CPD001230	THC carboxylic acid glucuronide	5575	Xenobiotics	Drug - Psychoactive	61848	LC/MS Neg	100016049	5224	519.2236				
CPD001231	theophylline	4433	Xenobiotics	Xanthine Metabolism	18394	LC/MS Neg	100000437	2356.9	179.0575	2153	58-55-9	C07130	HMDB01889
CPD001232	thymol sulfate	4883	Xenobiotics	Food Component/Plant	36095	LC/MS Neg	100001757	4410	229.054		89-83-8	C09908	HMDB01878
CPD001233	thyroxine	233	Amino Acid	Tyrosine Metabolism	2761	LC/MS Neg	1094	4808	775.6794	5819	51-48-9	C01829	HMDB01918
CPD001234	trans-2-hexenoylglycine	1738	Lipid	Fatty Acid Metabolism (Acyl Glycine)	61798	LC/MS Neg	100019884	2707	170.0823				
CPD001235	trans-3,4-methyleneheptanoate	4952	Xenobiotics	Food Component/Plant	53026	LC/MS Neg	100006651	3807	141.0921				
CPD001236	triclosan sulfate	5238	Xenobiotics	Drug - Antibiotic	62732	LC/MS Neg	100020610	5118	366.9007				HMDB61387
CPD001237	tridecenedioate (C13:1-DC)*	1621	Lipid	Fatty Acid, Dicarboxylate	62919	LC/MS Neg	100002199	3051	241.1445				
CPD001238	tyramine O-sulfate	217	Amino Acid	Tyrosine Metabolism	48408	LC/MS Neg	100006092	1565	216.0336	153005	30223-92-8		HMDB06409
CPD001239	umbelliferone sulfate	4923	Xenobiotics	Food Component/Plant	48674	LC/MS Neg	100006282	2440	240.9812	129659	69526-88-1		
CPD001240	urate	3996	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	1604	LC/MS Neg	1134	757.1	167.0211	1175	69-93-2;120K5305	C00366	HMDB00289
CPD001241	uridine	4083	Nucleotide	Pyrimidine Metabolism, Uracil containing	606	LC/MS Neg	535	1457.6	243.0623	6029	58-96-8	C00299	HMDB00296
CPD001242	ursodeoxycholate	3371	Lipid	Secondary Bile Acid Metabolism	1605	LC/MS Neg	1135	5055	391.2854	31401	128-13-2	C07880	HMDB00946
CPD001243	valerate (5:0)	1420	Lipid	Short Chain Fatty Acid	33443	LC/MS Neg	1136	1718	101.0608	7991	109-52-4	C00803	HMDB00892
CPD001244	valine	373	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1649	LC/MS Neg	566	909.4	116.0717	6287	72-18-4	C00183	HMDB00883
CPD001245	valproate (2-propylpentanoate)	5491	Xenobiotics	Drug - Neurological	22290	LC/MS Neg	100000779	3885.6	143.1078	3121	99-66-1	C07185	HMDB01877
CPD001246	valproic acid glucuronide	5494	Xenobiotics	Drug - Neurological	62883	LC/MS Neg	100020273	4122	319.1398	88111			HMDB00901
CPD001247	valsartan	5395	Xenobiotics	Drug - Cardiovascular	48566	LC/MS Neg	100006232	4228	434.2198	5650	137862-53-4		
CPD001248	valylglycine	982	Peptide	Dipeptide	40475	LC/MS Neg	100003641	1506	173.0932	136487	686-43-1		HMDB29127
CPD001249	vanillactate	192	Amino Acid	Tyrosine Metabolism	54910	LC/MS Neg	100006129	1625	211.0612	160637	2475-56-1		HMDB00913
CPD001250	vanillic acid glycine	5016	Xenobiotics	Food Component/Plant	63853	LC/MS Neg	100021363	1682	224.0564	3083688			HMDB60026
CPD001251	vanillic alcohol sulfate	219	Amino Acid	Tyrosine Metabolism	48733	LC/MS Neg	100006125	1808	233.0125		754920-02-0		
CPD001252	vanillylmandelate (VMA)	193	Amino Acid	Tyrosine Metabolism	1567	LC/MS Neg	1111	941	197.0456	1245	55-10-7	C05584	HMDB00291
CPD001253	warfarin	5370	Xenobiotics	Drug - Cardiovascular	43335	LC/MS Neg	100004175	3790	307.0976		5543-57-7	C01541	HMDB01935
CPD001254	X - 07765				46590	LC/MS Neg							
CPD001255	X - 10458				47478	LC/MS Neg							
CPD001256	X - 11299				46592	LC/MS Neg							
CPD001257	X - 11308				46390	LC/MS Neg							
CPD001258	X - 11315				49592	LC/MS Neg							
CPD001259	X - 11372				46594	LC/MS Neg							
CPD001260	X - 11378				46595	LC/MS Neg							
CPD001261	X - 11381				46347	LC/MS Neg							
CPD001262	X - 11444				46460	LC/MS Neg							
CPD001263	X - 11470				46601	LC/MS Neg							
CPD001264	X - 11478				46602	LC/MS Neg							
CPD001265	X - 11483				47650	LC/MS Neg							
CPD001266	X - 11632				47493	LC/MS Neg							
CPD001267	X - 11787				33132	LC/MS Neg							
CPD001268	X - 11843				46466	LC/MS Neg							
CPD001269	X - 11847				46488	LC/MS Neg							
CPD001270	X - 11849				46607	LC/MS Neg							
CPD001271	X - 11850				46507	LC/MS Neg							
CPD001272	X - 11852				46521	LC/MS Neg							
CPD001273	X - 11858				47654	LC/MS Neg							
CPD001274	X - 11880				46608	LC/MS Neg							
CPD001275	X - 12007				46610	LC/MS Neg							
CPD001276	X - 12013				46611	LC/MS Neg							
CPD001277	X - 12015				47390	LC/MS Neg							
CPD001278	X - 12026				47905	LC/MS Neg							
CPD001279	X - 12104				52597	LC/MS Neg							
CPD001280	X - 12111				52797	LC/MS Neg							
